Foto, Nimi, Vanus, Reiting, Palk, Reputatsioon, Motivatsioon, Riik
<img src="https://cdn.sofifa.org/players/4/19/216267.png">,A. Robertson,24,82,98,1,K&otilde;rge,Scotland
<img src="https://cdn.sofifa.org/players/4/19/216194.png">,Dani Garc&iacute;a,28,82,33,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/212404.png">,F. Bernardeschi,24,82,110,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/212194.png">,J. Brandt,22,82,68,2,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/211320.png">,D. Rugani,23,82,95,2,Madal,Italy
<img src="https://cdn.sofifa.org/players/4/19/210617.png">,Samu Castillejo,23,82,94,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/210514.png">,Jo&atilde;o Cancelo,24,82,95,2,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/210413.png">,A. Romagnoli,23,82,84,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/209989.png">,T. Partey,25,82,59,1,K&otilde;rge,Ghana
<img src="https://cdn.sofifa.org/players/4/19/209297.png">,Fred,25,82,140,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/208830.png">,J. Vardy,31,82,96,3,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/208596.png">,A. Belotti,24,82,58,3,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/208448.png">,E. Forsberg,26,82,67,2,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/207494.png">,J. Lingard,25,82,140,2,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/207471.png">,F. V&aacute;zquez,29,82,27,2,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/205678.png">,E. Vi&scaron;&#263;a,28,82,40,2,K&otilde;rge,Bosnia Herzegovina
<img src="https://cdn.sofifa.org/players/4/19/205452.png">,A. R&uuml;diger,25,82,110,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/203551.png">,A. Florenzi,27,82,73,3,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/203263.png">,H. Maguire,25,82,77,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/202371.png">,T. Meunier,26,82,87,2,K&otilde;rge,Belgium
<img src="https://cdn.sofifa.org/players/4/19/201956.png">,S. San&eacute;,27,82,41,2,K&otilde;rge,Senegal
<img src="https://cdn.sofifa.org/players/4/19/201455.png">,G. Kondogbia,25,82,46,2,K&otilde;rge,Central African Rep.
<img src="https://cdn.sofifa.org/players/4/19/201400.png">,Rafinha,25,82,165,2,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/201305.png">,Gabriel Paulista,27,82,44,2,Madal,Brazil
<img src="https://cdn.sofifa.org/players/4/19/201153.png">,Morata,25,82,135,3,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/199987.png">,J. Cillessen,29,82,135,3,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/199451.png">,W. Ben Yedder,27,82,28,2,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/198951.png">,C. Bakambu,27,82,33,2,Keskmine,DR Congo
<img src="https://cdn.sofifa.org/players/4/19/198950.png">,Pablo Sarabia,26,82,26,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/198717.png">,W. Zaha,25,82,78,2,Keskmine,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/198706.png">,Luis Alberto,25,82,67,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/198164.png">,Jonathan Viera,28,82,31,2,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/198141.png">,Bartra,27,82,32,3,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/197655.png">,S. Coates,27,82,19,3,Keskmine,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/195093.png">,Willian Jos&eacute;,26,82,44,2,Madal,Brazil
<img src="https://cdn.sofifa.org/players/4/19/193525.png">,M&aacute;rio Fernandes,27,82,1,2,K&otilde;rge,Russia
<img src="https://cdn.sofifa.org/players/4/19/193469.png">,V&iacute;ctor Ruiz,29,82,43,2,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/193283.png">,T. Delaney,26,82,61,2,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/192984.png">,K. Casteels,26,82,46,2,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/192318.png">,M. G&ouml;tze,26,82,67,4,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/192227.png">,S. Mustafi,26,82,115,3,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/191180.png">,J. Pastore,29,82,84,3,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/189505.png">,Pedro,30,82,140,3,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/189125.png">,G. Bonaventura,28,82,115,3,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/189117.png">,R. B&uuml;rki,27,82,50,3,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/188803.png">,Taison,30,82,1,2,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/187936.png">,S. Nzonzi,29,82,77,2,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/187754.png">,Marlos,30,82,1,2,Keskmine,Ukraine
<img src="https://cdn.sofifa.org/players/4/19/186561.png">,A. Ramsey,27,82,130,3,K&otilde;rge,Wales
<img src="https://cdn.sofifa.org/players/4/19/186345.png">,K. Trippier,27,82,99,2,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/185103.png">,A. Kolarov,32,82,73,2,K&otilde;rge,Serbia
<img src="https://cdn.sofifa.org/players/4/19/184484.png">,G. Sigur&eth;sson,28,82,125,3,K&otilde;rge,Iceland
<img src="https://cdn.sofifa.org/players/4/19/184431.png">,S. Giovinco,31,82,15,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/184200.png">,M. Arnautovi&#263;,29,82,120,3,K&otilde;rge,Austria
<img src="https://cdn.sofifa.org/players/4/19/184144.png">,N. Gait&aacute;n,30,82,22,3,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/183711.png">,J. Henderson,28,82,125,2,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/183574.png">,M. Kruse,30,82,45,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/183498.png">,M. Parolo,33,82,59,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/183376.png">,L. Fejsa,29,82,18,2,Madal,Serbia
<img src="https://cdn.sofifa.org/players/4/19/183280.png">,A. Rami,32,82,57,3,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/181786.png">,V. &#263;orluka,32,82,1,3,K&otilde;rge,Croatia
<img src="https://cdn.sofifa.org/players/4/19/181291.png">,G. Wijnaldum,27,82,130,3,K&otilde;rge,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/179847.png">,F. Fazio,31,82,73,3,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/178509.png">,O. Giroud,31,82,140,3,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/173521.png">,Marcano,31,82,73,3,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/171897.png">,A. Guardado,31,82,35,3,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/170481.png">,E. Garay,31,82,44,3,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/168530.png">,Jardel,32,82,17,2,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/168435.png">,S. Sirigu,31,82,45,3,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/168354.png">,E. Viviano,32,82,15,2,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/165229.png">,L. Koscielny,32,82,115,3,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/163489.png">,A. Consigli,31,82,52,2,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/158963.png">,L. Biglia,32,82,98,3,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/146530.png">,Dani Alves,35,82,62,4,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/113422.png">,David Villa,36,82,12,3,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/106231.png">,Aduriz,37,82,29,3,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/48940.png">,P. &#269;ech,36,82,60,4,Keskmine,Czech Republic
<img src="https://cdn.sofifa.org/players/4/19/5479.png">,Casillas,37,82,10,4,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/231677.png">,M. Rashford,20,81,110,2,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/230271.png">,Laure Santeiro,30,81,40,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/229906.png">,L. Bailey,20,81,54,1,K&otilde;rge,Jamaica
<img src="https://cdn.sofifa.org/players/4/19/229237.png">,M. Akanji,22,81,49,2,K&otilde;rge,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/228702.png">,F. de Jong,21,81,19,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/227928.png">,N&eacute;lson Semedo,24,81,125,2,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/226456.png">,Pablo Fornals,22,81,36,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/226271.png">,Fabi&aacute;n,22,81,64,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/225508.png">,E. Bailly,24,81,105,2,K&otilde;rge,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/222509.png">,Dani Ceballos,21,81,120,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/221992.png">,H. Lozano,22,81,22,3,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/216475.png">,Morales,30,81,33,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/216451.png">,J. Seri,26,81,73,2,Keskmine,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/216409.png">,M. Politano,24,81,57,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/216352.png">,M. Brozovi&#263;,25,81,64,2,Keskmine,Croatia
<img src="https://cdn.sofifa.org/players/4/19/216201.png">,Williams,24,81,31,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/214997.png">,A. Correa,23,81,54,1,Madal,Argentina
<img src="https://cdn.sofifa.org/players/4/19/213661.png">,A. Christensen,22,81,91,2,Madal,Denmark
<img src="https://cdn.sofifa.org/players/4/19/212814.png">,Jo&atilde;o M&aacute;rio,25,81,71,3,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/212151.png">,T. Strakosha,23,81,36,1,Keskmine,Albania
<img src="https://cdn.sofifa.org/players/4/19/210864.png">,E. Hysaj,24,81,58,2,Keskmine,Albania
<img src="https://cdn.sofifa.org/players/4/19/210406.png">,P. Zieli?ski,24,81,64,3,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/210243.png">,Ricardo Pereira,24,81,64,3,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/210035.png">,Grimaldo,22,81,14,3,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/209889.png">,R. Guerreiro,24,81,54,3,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/208135.png">,A. Doucour&eacute;,25,81,60,2,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/207877.png">,J. Mart&iacute;nez,25,81,14,1,K&otilde;rge,Venezuela
<img src="https://cdn.sofifa.org/players/4/19/207664.png">,C. Bacca,31,81,45,3,Madal,Colombia
<img src="https://cdn.sofifa.org/players/4/19/206467.png">,A. Plea,25,81,40,2,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/205923.png">,B. Davies,25,81,87,2,K&otilde;rge,Wales
<img src="https://cdn.sofifa.org/players/4/19/205362.png">,M. Nastasi&#263;,25,81,36,2,Madal,Serbia
<img src="https://cdn.sofifa.org/players/4/19/205175.png">,A. Milik,24,81,71,3,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/204923.png">,M. Sabitzer,24,81,54,2,K&otilde;rge,Austria
<img src="https://cdn.sofifa.org/players/4/19/204884.png">,B. Mendy,23,81,105,2,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/204024.png">,C. Kramer,27,81,35,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/203890.png">,S. Vrsaljko,26,81,57,2,K&otilde;rge,Croatia
<img src="https://cdn.sofifa.org/players/4/19/203486.png">,T. Hazard,25,81,40,2,Keskmine,Belgium
<img src="https://cdn.sofifa.org/players/4/19/202857.png">,K. Bellarabi,28,81,76,3,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/202685.png">,S. Zaza,27,81,48,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/201454.png">,F. Ghoulam,27,81,68,2,K&otilde;rge,Algeria
<img src="https://cdn.sofifa.org/players/4/19/200726.png">,B. Lecomte,27,81,27,2,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/200647.png">,J. Ili&#269;i&#263;,30,81,41,3,Keskmine,Slovenia
<img src="https://cdn.sofifa.org/players/4/19/200610.png">,K. Volland,25,81,76,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/200454.png">,Paco Alc&aacute;cer,24,81,59,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/199715.png">,Vitolo,28,81,65,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/199503.png">,G. Xhaka,25,81,115,3,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/199434.png">,D. Tadi&#263;,29,81,26,3,Madal,Serbia
<img src="https://cdn.sofifa.org/players/4/19/199042.png">,C. Ar&aacute;nguiz,29,81,76,2,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/196889.png">,S. Verdi,25,81,77,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/195086.png">,D. Lovren,28,81,115,2,K&otilde;rge,Croatia
<img src="https://cdn.sofifa.org/players/4/19/193532.png">,G. Medel,30,81,56,3,K&otilde;rge,Chile
<img src="https://cdn.sofifa.org/players/4/19/193348.png">,X. Shaqiri,26,81,130,3,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/193165.png">,J. Corona,25,81,18,3,Madal,Mexico
<img src="https://cdn.sofifa.org/players/4/19/193105.png">,A. Areola,25,81,61,2,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/192641.png">,K. Vogt,26,81,42,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/191740.png">,Ander Herrera,28,81,140,3,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/190972.png">,E. Salvio,27,81,19,2,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/190813.png">,S. El Shaarawy,25,81,77,3,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/189881.png">,C. Smalling,28,81,130,3,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/189362.png">,Hulk,31,81,25,4,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/189358.png">,S. Kagawa,29,81,65,3,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/188988.png">,M. Lanzini,25,81,90,2,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/187491.png">,F. Smolov,28,81,1,1,K&otilde;rge,Russia
<img src="https://cdn.sofifa.org/players/4/19/187072.png">,L. Stindl,29,81,43,2,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/185239.png">,O. Toprak,28,81,59,3,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/183900.png">,D. Perotti,29,81,84,3,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/182494.png">,F. Muslera,32,81,52,3,Keskmine,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/179784.png">,B. H&ouml;wedes,30,81,1,3,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/179645.png">,S. Kj&aelig;r,29,81,23,3,Madal,Denmark
<img src="https://cdn.sofifa.org/players/4/19/177458.png">,S. Bender,29,81,69,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/177326.png">,M. Valbuena,33,81,86,3,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/175379.png">,Pedro Le&oacute;n,31,81,32,2,Madal,Spain
<img src="https://cdn.sofifa.org/players/4/19/173909.png">,K. Boateng,31,81,65,3,K&otilde;rge,Ghana
<img src="https://cdn.sofifa.org/players/4/19/173771.png">,L. Piszczek,33,81,57,3,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/173221.png">,A. Candreva,31,81,74,3,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/172522.png">,D. Wass,29,81,46,2,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/170368.png">,E. Lamela,26,81,105,2,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/169595.png">,D. Rose,27,81,92,3,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/169416.png">,C. Vela,29,81,15,3,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/169195.png">,Renato Augusto,30,81,28,2,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/167905.png">,A. Valencia,32,81,120,2,K&otilde;rge,Ecuador
<img src="https://cdn.sofifa.org/players/4/19/164835.png">,L. Fabia?ski,33,81,70,2,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/162347.png">,Jo&atilde;o Moutinho,31,81,85,3,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/161956.png">,Borja Valero,33,81,74,3,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/159261.png">,F. Quagliarella,35,81,39,2,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/159145.png">,B. Gomis,32,81,56,3,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/157960.png">,Manuel Fernandes,32,81,1,2,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/156519.png">,H. Herrera,28,81,20,3,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/144622.png">,Raffael,33,81,41,2,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/139068.png">,Nani,31,81,19,3,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/138412.png">,J. Milner,32,81,120,2,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/112316.png">,J. Mathieu,34,81,18,3,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/45186.png">,Joaqu&iacute;n,36,81,24,2,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/239207.png">,M. G&oacute;mez,21,80,25,1,Madal,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/235790.png">,K. Havertz,19,80,32,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/235569.png">,T. Ndombele,21,80,51,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/234906.png">,H. Aouar,20,80,51,1,K&otilde;rge,France
<img src="https://cdn.sofifa.org/players/4/19/234153.png">,Carlos Soler,21,80,31,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/234035.png">,Odriozola,22,80,115,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/230977.png">,M. Almir&oacute;n,24,80,11,1,K&otilde;rge,Paraguay
<img src="https://cdn.sofifa.org/players/4/19/230347.png">,Welington Dano,30,80,34,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/230234.png">,Everton Andr&atilde;o,34,80,34,1,K&otilde;rge,Brazil
<img src="https://cdn.sofifa.org/players/4/19/230142.png">,Oyarzabal,21,80,29,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/228229.png">,F. Balbuena,26,80,80,1,Keskmine,Paraguay
<img src="https://cdn.sofifa.org/players/4/19/227536.png">,M. Marega,27,80,19,2,K&otilde;rge,Mali
<img src="https://cdn.sofifa.org/players/4/19/226851.png">,B. Pavard,22,80,33,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/226790.png">,W. Ndidi,21,80,50,1,K&otilde;rge,Nigeria
<img src="https://cdn.sofifa.org/players/4/19/226753.png">,A. Onana,22,80,14,2,Keskmine,Cameroon
<img src="https://cdn.sofifa.org/players/4/19/226226.png">,G. Lo Celso,22,80,72,1,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/224334.png">,M. Acu&ntilde;a,26,80,16,2,K&otilde;rge,Argentina
<img src="https://cdn.sofifa.org/players/4/19/224293.png">,R&uacute;ben Neves,21,80,59,2,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/221639.png">,Mariano,24,80,140,1,K&otilde;rge,Dominican Republic
<img src="https://cdn.sofifa.org/players/4/19/221540.png">,Ra&uacute;l,28,80,19,1,Keskmine,Brazil
<img src="https://cdn.sofifa.org/players/4/19/220477.png">,M. Caldara,24,80,73,2,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/219985.png">,M. Vecino,26,80,63,2,K&otilde;rge,Uruguay
<img src="https://cdn.sofifa.org/players/4/19/219809.png">,T. Bakayoko,23,80,85,2,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/218339.png">,M. Dahoud,22,80,50,2,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/216547.png">,Rafa,25,80,17,2,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/215785.png">,K. Bald&eacute;,23,80,65,2,Keskmine,Senegal
<img src="https://cdn.sofifa.org/players/4/19/215316.png">,G. Rulli,26,80,26,3,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/214584.png">,F. Armani,31,80,22,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/212692.png">,Rony Lopes,22,80,65,2,K&otilde;rge,Portugal
<img src="https://cdn.sofifa.org/players/4/19/212623.png">,Santi Mina,22,80,40,1,K&otilde;rge,Spain
<img src="https://cdn.sofifa.org/players/4/19/211748.png">,K. Demirbay,24,80,37,2,Keskmine,Germany
